original_index,img_link,budget_value,revenue_value,lang
16287,https://media.themoviedb.org/t/p/w300_and_h450_face/23cE4h55B8fgtt0XiQZZNWE3RfH.jpg,,,English
13032,https://media.themoviedb.org/t/p/w300_and_h450_face/qZ2o9jMfucCvGCcZxSNeLAAnF7G.jpg,,,Japanese
16045,https://media.themoviedb.org/t/p/w300_and_h450_face/uWMrrZTrU89MUVUutwETLqxFAdv.jpg,,,English
284,https://media.themoviedb.org/t/p/w300_and_h450_face/ouiE82bOuBl4IeEnY2gJe8teQFT.jpg,,,English
526,https://media.themoviedb.org/t/p/w300_and_h450_face/aKnqvAIYLUXm1Lnih0Oc024HbYV.jpg,,86115.0,English
707,https://media.themoviedb.org/t/p/w300_and_h450_face/t3CUIrzJwxIS7uS1YDJdfSJuPAo.jpg,45000000.0,21075014.0,English
26275,https://media.themoviedb.org/t/p/w300_and_h450_face/gmmO3DylGTrKzahKuEcW6YeIcWM.jpg,670.0,,Portuguese
316,https://media.themoviedb.org/t/p/w300_and_h450_face/gqvSKLbfIg1mja1ulVkVcLhdwWF.jpg,2500000.0,19779614.0,English
16298,https://media.themoviedb.org/t/p/w300_and_h450_face/nj11O1s6e6X2I9iCxwgDSPHO303.jpg,,,English
8596,https://media.themoviedb.org/t/p/w300_and_h450_face/3nPwMd3KviJWaHzG9fZCqlwWMas.jpg,,,Japanese
23016,https://media.themoviedb.org/t/p/w300_and_h450_face/z42kyMizgDKetejusZgucSQsQ4l.jpg,66000000.0,203277636.0,English
22797,https://media.themoviedb.org/t/p/w300_and_h450_face/JoBZj30v380XBiRrYwIhOoGJ1z.jpg,,,English
13096,https://media.themoviedb.org/t/p/w300_and_h450_face/8tZqS6ssVbTs7gow90jaUkvGWQV.jpg,2000000.0,38135878.0,Russian
16423,https://media.themoviedb.org/t/p/w300_and_h450_face/jJwUJpHJ8FPyulcnSajSJdKgCMr.jpg,,,English
3792,https://media.themoviedb.org/t/p/w300_and_h450_face/x4pnZxarc6VbkSv19Rfoio4yNmW.jpg,,580372.0,English
5571,https://media.themoviedb.org/t/p/w300_and_h450_face/4bUqpHXVAtFwPmmB6b9vilfn33W.jpg,,2744253.0,English
16189,https://media.themoviedb.org/t/p/w300_and_h450_face/tij0ItjV75Fa15rxX6tXUvIN3KC.jpg,,,French
165,https://media.themoviedb.org/t/p/w300_and_h450_face/inUPybROcLlzdG4EQeDIShfFjsD.jpg,,,English
13113,https://media.themoviedb.org/t/p/w300_and_h450_face/49HVU5cpbP5aVIDPfudwYCrLcFo.jpg,6500000.0,,Spanish; Castilian
5513,https://media.themoviedb.org/t/p/w300_and_h450_face/4sujD0KP5O90TXAWrTjqDPBTnfQ.jpg,30000000.0,13414416.0,English
19430,https://media.themoviedb.org/t/p/w300_and_h450_face/9I16FObaPqpgqJ8opS9wLJ8yyOP.jpg,,,English
23440,https://media.themoviedb.org/t/p/w300_and_h450_face/aL4uVxXsSTxMdFdIKDwveF51Spi.jpg,,,English
26335,https://media.themoviedb.org/t/p/w300_and_h450_face/sAsgGvQ8y8yRqAy6I6i9kE14khO.jpg,,,English
8882,https://media.themoviedb.org/t/p/w300_and_h450_face/9wLbEvG9rYfSPnAXLvCz8T0Una2.jpg,2256000.0,,English
9078,https://media.themoviedb.org/t/p/w300_and_h450_face/gSRSvh9kSEgCOsPR7yrH0ueh4lC.jpg,10000000.0,4348572.0,English
16125,https://media.themoviedb.org/t/p/w300_and_h450_face/8FA3Tww9kZLh29CIydbgbHkc2nR.jpg,,,English
260,https://media.themoviedb.org/t/p/w300_and_h450_face/91KSK1xKdVEIDASKRo9ahBFCtM2.jpg,,,English
22996,https://media.themoviedb.org/t/p/w300_and_h450_face/A93gRAKMNXXYMSFTB5x6l9s1NpL.jpg,,,English
19936,https://media.themoviedb.org/t/p/w300_and_h450_face/y8YI6Ei2AVRpcxBfsOqBQyMV33x.jpg,,,English
5422,https://media.themoviedb.org/t/p/w300_and_h450_face/bZx6oDV3LnhaDImYJj2tkgEtqI0.jpg,,,English
22950,https://media.themoviedb.org/t/p/w300_and_h450_face/oUrG1dYQ0HIIZ2GreH2KtUANYS7.jpg,,,English
13136,https://media.themoviedb.org/t/p/w300_and_h450_face/k1Xio02tnxgyFA9PnlP2OSCIK2C.jpg,,,English
8610,https://media.themoviedb.org/t/p/w300_and_h450_face/gjaAtWJqGomsE5qNQStHcHhSzES.jpg,4000000.0,14500000.0,English
23108,https://media.themoviedb.org/t/p/w300_and_h450_face/N98Pdb4hdNqZsYO5bBXXb897RS.jpg,,,English
26648,https://media.themoviedb.org/t/p/w300_and_h450_face/1se0w1IwJj7APH94qwbnmgnHjI.jpg,,,English
8629,https://media.themoviedb.org/t/p/w300_and_h450_face/2Tdjvc07xMFrRgXzLzolh9WtP1z.jpg,,,Swedish
16493,https://media.themoviedb.org/t/p/w300_and_h450_face/q6NyeRGwhm55dsXECKFQn4EslA3.jpg,,,English
26238,https://media.themoviedb.org/t/p/w300_and_h450_face/vFnfcyDbFhAPjqBSwqoEi2ajScq.jpg,,,English
13461,https://media.themoviedb.org/t/p/w300_and_h450_face/7TKQLP4kK8QfhjN6785cHEgAQcw.jpg,,,English
19527,https://media.themoviedb.org/t/p/w300_and_h450_face/aeKuYFBK88s8FOZOvw2mwXmLHLU.jpg,,,English
13091,https://media.themoviedb.org/t/p/w300_and_h450_face/bx8OVOBn5WP9TJJuOpRzyMCdzzb.jpg,,,English
8585,https://media.themoviedb.org/t/p/w300_and_h450_face/b5KDQqX4wIbT9G2Er8juwnd3E8c.jpg,,,English
5386,https://media.themoviedb.org/t/p/w300_and_h450_face/wQd4tf308KGwbUZeoDLPxgYqhiv.jpg,40000.0,1434436.0,English
225,https://media.themoviedb.org/t/p/w300_and_h450_face/kd04IvuW1wvgGoB2HxSuFVIU9rU.jpg,,1200000.0,English
8499,https://media.themoviedb.org/t/p/w300_and_h450_face/gRGRW7DKyK8qBtKJTWguULMGbHG.jpg,,,English
8451,https://media.themoviedb.org/t/p/w300_and_h450_face/vpkCDbVQDXth2lK3Zw5FYcxAvX3.jpg,,,English
22485,https://media.themoviedb.org/t/p/w300_and_h450_face/7i80BmhdqnvB5QhTt0oob7rKgnc.jpg,,,English
8294,https://media.themoviedb.org/t/p/w300_and_h450_face/jrwQu72sGwGqwE8Ijne89PSIvhp.jpg,155000000.0,167298192.0,English
8965,https://media.themoviedb.org/t/p/w300_and_h450_face/AernfUrb48q0GBul7xs4f8GndmI.jpg,,,Greek
12879,https://media.themoviedb.org/t/p/w300_and_h450_face/tK9DvIwAuX5AExgEZqLCnf7qy5k.jpg,8000000.0,,English
19535,https://media.themoviedb.org/t/p/w300_and_h450_face/nEKnYQnKrOHaY5VG8uF7C9O0YjL.jpg,,,Spanish; Castilian
19534,https://media.themoviedb.org/t/p/w300_and_h450_face/9jUEKhMjZSVRIRjlr8Cs6IMUXAj.jpg,,,English
8854,https://media.themoviedb.org/t/p/w300_and_h450_face/5nHZ3wflOifKJMUcTCw0isKhmCv.jpg,,9190819.0,English
12909,https://media.themoviedb.org/t/p/w300_and_h450_face/haPovTMNxoaxWz9HTrSi24yr3qb.jpg,,,English
19564,https://media.themoviedb.org/t/p/w300_and_h450_face/uRQ5Tbo1mbPKpJ8KhH9bMEvXjzQ.jpg,,,English
144,https://media.themoviedb.org/t/p/w300_and_h450_face/tIK40vCE9i8g4VhyJ3LLr5y1ROJ.jpg,,7506759.0,English
26385,https://media.themoviedb.org/t/p/w300_and_h450_face/p6EaWLvZx1ldruzoMbOwNRqdr6L.jpg,,,English
3380,https://media.themoviedb.org/t/p/w300_and_h450_face/7oaHcF0gCOt2lKaT2zajhajP0Zo.jpg,2000000.0,2000000.0,English
13161,https://media.themoviedb.org/t/p/w300_and_h450_face/6yVHAtXoSe2FOQP2fePuR6nnFLr.jpg,,,English
26075,https://media.themoviedb.org/t/p/w300_and_h450_face/2C20ARNn99V29hVH2uXEOkRcoRS.jpg,,,English
23228,https://media.themoviedb.org/t/p/w300_and_h450_face/vznk8LPE5nRRbNjeTG20P42yy2l.jpg,,,English
493,https://media.themoviedb.org/t/p/w300_and_h450_face/tvltGP6vYOkHdURag0jPSjhPUAV.jpg,11000000.0,22600000.0,English
3724,https://media.themoviedb.org/t/p/w300_and_h450_face/kkeUKaETggOrR0eW9nzPOIoZkZH.jpg,,,Spanish; Castilian
5854,https://media.themoviedb.org/t/p/w300_and_h450_face/zpbyUenBJGhyA6RKa5RcQWGKOYb.jpg,,,Chinese
5624,https://media.themoviedb.org/t/p/w300_and_h450_face/jwLFNA10RJBcQ4Fe0SoySkSFr0V.jpg,,15578237.0,English
9108,https://media.themoviedb.org/t/p/w300_and_h450_face/vxwWv2jgAL1rFGn1gllUTlFA2NL.jpg,,,English
21628,https://media.themoviedb.org/t/p/w300_and_h450_face/bMYJsQzAObi5m3zcXldSiyLAOaa.jpg,2000000.0,,English
22794,https://media.themoviedb.org/t/p/w300_and_h450_face/5wsEtPXp40tGbWsQRSnusKsgRwR.jpg,,,English
535,https://media.themoviedb.org/t/p/w300_and_h450_face/jAXfku1u1uaLGh4cUmK0ESf1pPu.jpg,21000000.0,227799884.0,English
8667,https://media.themoviedb.org/t/p/w300_and_h450_face/sYhmhTdltV030QvotEqiVx9I1L3.jpg,,,English
26055,https://media.themoviedb.org/t/p/w300_and_h450_face/fvw4HgM3LDSSZy63WzRkKPvTVAs.jpg,,,English
5369,https://media.themoviedb.org/t/p/w300_and_h450_face/1PdxR0RXVKs7PVzaTpxnBJV3Ijv.jpg,,,French
8480,https://media.themoviedb.org/t/p/w300_and_h450_face/cvnC4dffUviprYbSaOFwOw9XriF.jpg,,,English
5670,https://media.themoviedb.org/t/p/w300_and_h450_face/iDRBGabz2BqlqjidUOtTvYOaSli.jpg,,,English
16123,https://media.themoviedb.org/t/p/w300_and_h450_face/jO2qq9jqWmIkpEyHh5PKS3BGaeA.jpg,,,English
19767,https://media.themoviedb.org/t/p/w300_and_h450_face/2JOujdpYUeGg3886gigTAQq0na6.jpg,20000000.0,55975672.0,English
781,https://media.themoviedb.org/t/p/w300_and_h450_face/pIjJUGUptsElcaYmvld04ZPfw1O.jpg,,,Tagalog
13050,https://media.themoviedb.org/t/p/w300_and_h450_face/ipePhKf87FixwfAVJ8MMWK53caI.jpg,24000000.0,42105111.0,English
8556,https://media.themoviedb.org/t/p/w300_and_h450_face/mvy9fNmdFIMlStKVFWUvMP8JpNX.jpg,50000.0,,English
3412,https://media.themoviedb.org/t/p/w300_and_h450_face/eF8wNMMqY3kukUTTAVXLLx94UhB.jpg,17500000.0,27484464.0,English
26430,https://media.themoviedb.org/t/p/w300_and_h450_face/3yGUJijeTO7vEoFOKHHHCnsYlYv.jpg,,,Norwegian
14740,https://media.themoviedb.org/t/p/w300_and_h450_face/qtHxTrhdLjToXz1nR0lTYf75t5k.jpg,15000000.0,1143856.0,English
26219,https://media.themoviedb.org/t/p/w300_and_h450_face/bFnf8f8DXdCANQ7Y62djgubhh4P.jpg,,,English
3832,https://media.themoviedb.org/t/p/w300_and_h450_face/Q9wdlNjBOti4JhAjAQXphzShw3.jpg,100000.0,2436000.0,English
26042,https://media.themoviedb.org/t/p/w300_and_h450_face/xLZiYDiNo8LklCBQJW3uGfc4JiO.jpg,,,Italian
176,https://media.themoviedb.org/t/p/w300_and_h450_face/9QVw6cPXfsjr4PncE1TeWudeLmh.jpg,,,English
19773,https://media.themoviedb.org/t/p/w300_and_h450_face/ys9LGuwyT4g32WXfWBuaksWKGwU.jpg,2500000.0,352810.0,English
13272,https://media.themoviedb.org/t/p/w300_and_h450_face/jTmQjGVifyNgZ2btubwMcdI5JJ7.jpg,2000000.0,,English
19865,https://media.themoviedb.org/t/p/w300_and_h450_face/3nSU15HG1CVPMyvi3DTDxUAjcA6.jpg,,,English
3612,https://media.themoviedb.org/t/p/w300_and_h450_face/l1KVEhkGDpWRzQ0VqIhZqDDuOim.jpg,2000000.0,24600832.0,English
26491,https://media.themoviedb.org/t/p/w300_and_h450_face/1Y9rlzMIfzwjKI6eaCEV9J2eqfH.jpg,,2500431.0,English
12780,https://media.themoviedb.org/t/p/w300_and_h450_face/Uf7HhrqrGVFmI3Ec5w9skBDIqC.jpg,,,Bengali
5127,https://media.themoviedb.org/t/p/w300_and_h450_face/yWjOPkUjgOpSaBJu1eAJiXmM16s.jpg,,,English
3589,https://media.themoviedb.org/t/p/w300_and_h450_face/4XoeABOgfPzYIzv2UoGKAdZbbR7.jpg,,,English
22888,https://media.themoviedb.org/t/p/w300_and_h450_face/kLCtjuQiZqlWINKloqebWftRJY4.jpg,,,Chinese
16151,https://media.themoviedb.org/t/p/w300_and_h450_face/8NiIpXBImEW1vacQS4LyinVGqa4.jpg,,,English
3764,https://media.themoviedb.org/t/p/w300_and_h450_face/s1RGEF8xIA6ecF8W4do8CaWI0yE.jpg,40000000.0,40443010.0,English
13292,https://media.themoviedb.org/t/p/w300_and_h450_face/bVJCQfIfNC01CYOVkvBOtrY1cxy.jpg,,,English
16277,https://media.themoviedb.org/t/p/w300_and_h450_face/qHFusV8b94ayRPrEEfWKuo3jNCE.jpg,,,English
12997,https://media.themoviedb.org/t/p/w300_and_h450_face/r0qOXei4K7SrMhcCxiEzp7GVCtr.jpg,,,English
18038,https://media.themoviedb.org/t/p/w300_and_h450_face/6lJvpL5Z3qZxegmJHUpjGsWROtW.jpg,,,English
19610,https://media.themoviedb.org/t/p/w300_and_h450_face/tQlUiiQD5PviCm5pJ21cgb8Qxw0.jpg,,,English
16758,https://media.themoviedb.org/t/p/w300_and_h450_face/sMArAYv7cYAlABOvl0j56kcI8kX.jpg,,,Spanish; Castilian
5192,https://media.themoviedb.org/t/p/w300_and_h450_face/lnKYS1A1k78X5v5IpLA96e6EYoe.jpg,,,English
431,https://media.themoviedb.org/t/p/w300_and_h450_face/vlpQnf0rl0FpMjWLS0TNd8Bog2F.jpg,33000000.0,21274717.0,English
22929,https://media.themoviedb.org/t/p/w300_and_h450_face/qMnIbQWrU38YNqwlNw7eZVJzHpq.jpg,,,English
5115,https://media.themoviedb.org/t/p/w300_and_h450_face/CHZCoIruTfZ3ssN5tY7EG7UDvY.jpg,4000000.0,18971000.0,English
12845,https://media.themoviedb.org/t/p/w300_and_h450_face/2e5t3EUL0gwYs78Ah4XFGpfmJZl.jpg,,778.0,English
16092,https://media.themoviedb.org/t/p/w300_and_h450_face/gfdrkBZAyUUXJJ2iLQe03SAYRD3.jpg,3000000.0,177512032.0,English
5179,https://media.themoviedb.org/t/p/w300_and_h450_face/tstF6JMrZe75AdEAoPejwPrDfMA.jpg,,,English
8467,https://media.themoviedb.org/t/p/w300_and_h450_face/w4e8jC9nupHedW75m4AvCStPMGz.jpg,,,English
13245,https://media.themoviedb.org/t/p/w300_and_h450_face/6OTR8dSoNGjWohJNo3UhIGd3Tj.jpg,6000000.0,44734660.0,English
22784,https://media.themoviedb.org/t/p/w300_and_h450_face/hexgB7hoyCg4kfehlDpwdr21aod.jpg,,,Finnish
15940,https://media.themoviedb.org/t/p/w300_and_h450_face/kD8SPTJVhjUvJOvB6Xhe7crkLN4.jpg,,302506.0,Spanish; Castilian
19883,https://media.themoviedb.org/t/p/w300_and_h450_face/5KeUqW6DpVtf8G9VMuI2l0XIPCo.jpg,65000000.0,275300000.0,English
13347,https://media.themoviedb.org/t/p/w300_and_h450_face/jO8tKM4mCMXpLVd5GnmlfJByghF.jpg,8000000.0,908847.0,English
8719,https://media.themoviedb.org/t/p/w300_and_h450_face/9gcADZrXrRoCO3U02e1temvQu7Z.jpg,,,French
8497,https://media.themoviedb.org/t/p/w300_and_h450_face/5PqKsWVlyIFuMeV1UkK6Q9Q8y9k.jpg,2500000.0,3000000.0,English
26555,https://media.themoviedb.org/t/p/w300_and_h450_face/w7xc5JJlCSZb0lDFYW0fD6aQtA2.jpg,,,English
7189,https://media.themoviedb.org/t/p/w300_and_h450_face/mft7ZJqHxUyFaLL3ZYXX1MN2Gro.jpg,,,French
679,https://media.themoviedb.org/t/p/w300_and_h450_face/ppHqVo9uAFZYMvRm9x0XUtnyQPR.jpg,25000000.0,10082005.0,English
26701,https://media.themoviedb.org/t/p/w300_and_h450_face/zN80Tlly8oMpKbVJv2TfRIj8dHG.jpg,30000000.0,6738764.0,English
606,https://media.themoviedb.org/t/p/w300_and_h450_face/zwHI9B3kcj3WqZoE2LaLDi6ZeAO.jpg,8000000.0,5656388.0,English
21443,https://media.themoviedb.org/t/p/w300_and_h450_face/oqdSe46XQ9CKcj1WMyfD2LaVoER.jpg,4000000.0,9800000.0,English
11392,https://media.themoviedb.org/t/p/w300_and_h450_face/yiqQHB0vZg9O6z7VvAefV3fSPqX.jpg,11000000.0,20388920.0,English
3302,https://media.themoviedb.org/t/p/w300_and_h450_face/8zsU3Vq9FG9Q0kTEYrl0CWDlvX2.jpg,17000000.0,2315683.0,English
26041,https://media.themoviedb.org/t/p/w300_and_h450_face/vSbRPo3oHKPZanJeiZNMHMtSspt.jpg,,,Italian
240,https://media.themoviedb.org/t/p/w300_and_h450_face/4sLmghaiAIYXh320qCvZWY4avVT.jpg,,3992809.0,English
26589,https://media.themoviedb.org/t/p/w300_and_h450_face/AlHIkGNkZ0xJERngaSQvk77wM7w.jpg,,,Portuguese
5137,https://media.themoviedb.org/t/p/w300_and_h450_face/rvNr0uOue8Br7jrgNjbJbGl8xYa.jpg,,,English
13237,https://media.themoviedb.org/t/p/w300_and_h450_face/14i0SnmWzgejS4ZRcBbzkvXD6dp.jpg,,,French
16509,https://media.themoviedb.org/t/p/w300_and_h450_face/6yWo5PtqR2KhhZxp08lCRqGUKyY.jpg,,,English
636,https://media.themoviedb.org/t/p/w300_and_h450_face/4fau0OjSK0wLhUMfvupJ2RQaYBB.jpg,,,German
19661,https://media.themoviedb.org/t/p/w300_and_h450_face/jG4zHt58EdEfU3roStWjzO9lK7Z.jpg,,,English
9124,https://media.themoviedb.org/t/p/w300_and_h450_face/xxzuKTo3RNyyUGXghfVkeiSbVDt.jpg,,,Finnish
339,https://media.themoviedb.org/t/p/w300_and_h450_face/gJ5caIjtASchaTFx2VJr6drFYBx.jpg,,,English
10526,https://media.themoviedb.org/t/p/w300_and_h450_face/gTnaTysN8HsvVQqTRUh8m35mmUA.jpg,4000000.0,152925093.0,English
577,https://media.themoviedb.org/t/p/w300_and_h450_face/rAjbgSUvZDoy5jPbC5jD6pWvlyZ.jpg,,,Italian
23217,https://media.themoviedb.org/t/p/w300_and_h450_face/5nrUyGYBW7FcfLca00DURLR98yM.jpg,,,Tagalog
26565,https://media.themoviedb.org/t/p/w300_and_h450_face/lAP73nFXe75ea0atvVITBzeHMsU.jpg,,,English
26329,https://media.themoviedb.org/t/p/w300_and_h450_face/v8RUUNC6zyPWgbru30tJVnsi2Q6.jpg,,,Russian
8249,https://media.themoviedb.org/t/p/w300_and_h450_face/jRxJV0N5nox3IVwkculuytkzSjt.jpg,500000.0,7100000.0,English
22904,https://media.themoviedb.org/t/p/w300_and_h450_face/mzCdtXQYdLPrNr16Ld5ZowavKoa.jpg,,,Arabic
19179,https://media.themoviedb.org/t/p/w300_and_h450_face/hj12czMNEw0OVzXmbBXvdidR7lr.jpg,,,English
16669,https://media.themoviedb.org/t/p/w300_and_h450_face/7jd6uKpLv7FRkBMr9IuuZz89cQP.jpg,,,English
16481,https://media.themoviedb.org/t/p/w300_and_h450_face/kw4GJjhSOM2eofE3iLBvLEyCs2S.jpg,,,English
5310,https://media.themoviedb.org/t/p/w300_and_h450_face/fvw98onaQNC31voFO3s7oPFYuu1.jpg,,,French
19819,https://media.themoviedb.org/t/p/w300_and_h450_face/xPNfzTzvjbcpMUTaGxnk15njMg3.jpg,,108541.0,English
19705,https://media.themoviedb.org/t/p/w300_and_h450_face/pGDnNEAhttpXLO9ihFmQ44XQhO4.jpg,10000000.0,,English
5193,https://media.themoviedb.org/t/p/w300_and_h450_face/i2PFsFokhDTuG2kouFBKuiJ22z6.jpg,,1650000.0,English
26071,https://media.themoviedb.org/t/p/w300_and_h450_face/et5eN5AxCpNHxKxCn4I1cYGTQgH.jpg,8500000.0,2963639.0,German
3424,https://media.themoviedb.org/t/p/w300_and_h450_face/n7X4jmmRIRtqNQWXJt8LxZcS1Ja.jpg,,,English
16719,https://media.themoviedb.org/t/p/w300_and_h450_face/krZnF5f0KXJ639jMAgVNkTUntbC.jpg,,,French
26388,https://media.themoviedb.org/t/p/w300_and_h450_face/kk05TtG6JKe4168VskEoMMOIDiN.jpg,40000.0,,Italian
20086,https://media.themoviedb.org/t/p/w300_and_h450_face/rIn0ruFDU8psnCGkPgA9fbKJJUy.jpg,2400000.0,,English
484,https://media.themoviedb.org/t/p/w300_and_h450_face/vfutnJ9sgpAtNuPemksd26gd5dC.jpg,17000000.0,1499795.0,English
780,https://media.themoviedb.org/t/p/w300_and_h450_face/wDqebKxUMKbIzLKTKeCLXpK5QFW.jpg,,,French
12681,https://media.themoviedb.org/t/p/w300_and_h450_face/aPGyZg44eCxccfoaNNbJwTJj66J.jpg,14100000.0,,English
5416,https://media.themoviedb.org/t/p/w300_and_h450_face/fRpS1sr1GFPgQobsXoNm5lxatcy.jpg,3000000.0,19184015.0,English
24648,https://media.themoviedb.org/t/p/w300_and_h450_face/ak2RTfCXsKyPZ7kV6KGDZ9G3iM9.jpg,1935000.0,2600000.0,English
8725,https://media.themoviedb.org/t/p/w300_and_h450_face/ykGkbDp1QxQTM3UUrUvowtXLI0i.jpg,150000.0,15200000.0,English
23105,https://media.themoviedb.org/t/p/w300_and_h450_face/nN3osmlYWNZZtg8vtXrt8c5t8ET.jpg,,,French
23032,https://media.themoviedb.org/t/p/w300_and_h450_face/wIZpce1DyVwvtq7l2F7PXwPAOK.jpg,,,English
26463,https://media.themoviedb.org/t/p/w300_and_h450_face/cRRVPZ5TyBa5T9pZrepNthAumet.jpg,,,English
13118,https://media.themoviedb.org/t/p/w300_and_h450_face/54awQrtekrsI11bKg2NwQrBHLIe.jpg,,,English
19905,https://media.themoviedb.org/t/p/w300_and_h450_face/xpgjWwyWaf1i9eNcdfYW7bEOoWI.jpg,,6240.0,English
26264,https://media.themoviedb.org/t/p/w300_and_h450_face/6WoyOCZUuCovSO6Q4nj1C4cmNyz.jpg,4300000.0,,Japanese
16454,https://media.themoviedb.org/t/p/w300_and_h450_face/XuQF2LZH3duTm156vdqGPjQ3PA.jpg,,,Japanese
320,https://media.themoviedb.org/t/p/w300_and_h450_face/4rBI4KISTuMCsWGb0kurWxKjqPQ.jpg,,,English
3405,https://media.themoviedb.org/t/p/w300_and_h450_face/8KkFF5voIohrkjUzLY7eNnW10hR.jpg,,157645.0,English
26228,https://media.themoviedb.org/t/p/w300_and_h450_face/aSM7hoPbmU4yJEkpH4YwUNA6YP6.jpg,,,English
12884,https://media.themoviedb.org/t/p/w300_and_h450_face/dMOmPgQRFEJTRh7qkEgJ6fD6LbI.jpg,,,English
8700,https://media.themoviedb.org/t/p/w300_and_h450_face/l4rge37nxK6nQFQVJxgdRaBG1xS.jpg,,,English
8641,https://media.themoviedb.org/t/p/w300_and_h450_face/Afx1Wigd0sr9nM1Unq2MkVd2RT1.jpg,,,English
19597,https://media.themoviedb.org/t/p/w300_and_h450_face/o85ye7wrufOh2OSB3BpDns8ZvE6.jpg,,,English
23336,https://media.themoviedb.org/t/p/w300_and_h450_face/aZrzfVsIPWEV4cfsum6T0oHi2vn.jpg,,,Polish
13437,https://media.themoviedb.org/t/p/w300_and_h450_face/xD2AssTeySNCamlGueai4yAZZfX.jpg,35000000.0,117000198.0,English
783,https://media.themoviedb.org/t/p/w300_and_h450_face/nxHEvJU4Ae97gyTyi7TuGvusuXF.jpg,,,English
351,https://media.themoviedb.org/t/p/w300_and_h450_face/k7gkf5Wa8YZ9iyEOylBMfw9pnkp.jpg,46000000.0,341631208.0,English
16291,https://media.themoviedb.org/t/p/w300_and_h450_face/l9opWgRDn1UrffhZmtbxi6Yv1kn.jpg,1000000.0,,English
22661,https://media.themoviedb.org/t/p/w300_and_h450_face/dufvAY4hxoBqAm2gWA27ijvdEBI.jpg,,,English
734,https://media.themoviedb.org/t/p/w300_and_h450_face/uR0EPkE66y2DU21NOZAu6xtfpQL.jpg,25000000.0,2491989.0,English
13069,https://media.themoviedb.org/t/p/w300_and_h450_face/2iztlY0BvlDa0HZkMnI4PlPrswd.jpg,15000000.0,37100000.0,English
23202,https://media.themoviedb.org/t/p/w300_and_h450_face/3AHzdaXN3kZHXJtZdeC8Uyr3DuU.jpg,,,English
9113,https://media.themoviedb.org/t/p/w300_and_h450_face/nx459fssgbvYTBcL5CC0lH1gbwq.jpg,,,English
13188,https://media.themoviedb.org/t/p/w300_and_h450_face/g4RYPu0ewWd5XIbPZPpfLpsMgp3.jpg,3000000.0,,English
23101,https://media.themoviedb.org/t/p/w300_and_h450_face/lQQnlbhgFRCBmtuh1Lq42oBE1im.jpg,600.0,,English
5761,https://media.themoviedb.org/t/p/w300_and_h450_face/kqAEPlF6TzBHZJK5RKusam0Y79Y.jpg,14000000.0,2022771.0,English
13375,https://media.themoviedb.org/t/p/w300_and_h450_face/A4zZv0Q1VKURFZFEl2vwjaE2q0g.jpg,26000000.0,183293131.0,English
16136,https://media.themoviedb.org/t/p/w300_and_h450_face/k5iNd9Uj1nyBZRZPwexcsvDVZ0O.jpg,,71594792.0,English
5272,https://media.themoviedb.org/t/p/w300_and_h450_face/dZ6TOtV6WdWHphZfJldvsCdjmb1.jpg,,,English
8695,https://media.themoviedb.org/t/p/w300_and_h450_face/xzDXeaIUP8uEddDJXprUUpWojkL.jpg,,,Italian
13199,https://media.themoviedb.org/t/p/w300_and_h450_face/egKYj3L9HMsHjHXk3tYMU0O87g8.jpg,,,English
13510,https://media.themoviedb.org/t/p/w300_and_h450_face/eav6AiMAJFvNp5YsAZBGwNxYQoY.jpg,,,English
5712,https://media.themoviedb.org/t/p/w300_and_h450_face/rJLOMShN0SuybiqyyKs6pgGpAsC.jpg,,,English
8126,https://media.themoviedb.org/t/p/w300_and_h450_face/7rL1WDYxTIPouUFDbdtcyqTyywu.jpg,,,English
19866,https://media.themoviedb.org/t/p/w300_and_h450_face/o0cILOYbqfppTLAhkI2tzA2BWtX.jpg,,,English
12773,https://media.themoviedb.org/t/p/w300_and_h450_face/wX8Q8otMiIHGRDETwFLMqZaGVCL.jpg,433000.0,1250000.0,English
8572,https://media.themoviedb.org/t/p/w300_and_h450_face/fBNA9Pvwou79VZlOti8XKgOQvGW.jpg,,,English
8600,https://media.themoviedb.org/t/p/w300_and_h450_face/4GKfYhSuOOaJKjKOpoaDJKulCA8.jpg,,,French
9094,https://media.themoviedb.org/t/p/w300_and_h450_face/sTW4JE8SOn5x50bhzYd47SOhWtQ.jpg,,,English
26375,https://media.themoviedb.org/t/p/w300_and_h450_face/bBU3PPEAOsPa1Zk9qOJOZ5nILLP.jpg,,,French
342,https://media.themoviedb.org/t/p/w300_and_h450_face/1BuFx7P8veAUUZDXqdMNhtdCUSM.jpg,,,English
16757,https://media.themoviedb.org/t/p/w300_and_h450_face/8LkZFmL2UHbmP7UnjlRP5gqvvqh.jpg,10000000.0,1671196.0,English
5411,https://media.themoviedb.org/t/p/w300_and_h450_face/8f50NQ1wz6hdxfCISCPV8XQ6DII.jpg,,2802899.0,English
26542,https://media.themoviedb.org/t/p/w300_and_h450_face/rD1gCTVwvaWCA6QBItt2k22FqjB.jpg,2600000.0,324440.0,Kurdish
16281,https://media.themoviedb.org/t/p/w300_and_h450_face/rRIbBdsERc0yGvHWc5aM81Eyn6O.jpg,,,English
26525,https://media.themoviedb.org/t/p/w300_and_h450_face/5Tt4phUBTF2Uhdth5ZW9KdYV87Y.jpg,,,English
